,Calculation1,School,City,County/State/ Territory,Count,Uad Uc Ethn 6 Cat,Pivot Field Values
209,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,Hispanic/ Latino,8
210,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,Hispanic/ Latino,19
211,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,All,31
212,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,All,56
213,AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,All,213
214,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,Asian,22
215,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,Hispanic/ Latino,11
216,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,African American,7
217,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm,All,4
218,AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,All,42
219,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,Inter- national,5
220,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,White,6
221,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,Adm,All,5
222,AMERICAN CMTY SCH OF ABU DHABI697001,AMERICAN CMTY SCH OF ABU DHABI,,,App,All,15
223,AMERICAN COMMUNITY SCHL-AMMAN681005,AMERICAN COMMUNITY SCHL-AMMAN,,,App,All,5
224,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,Inter- national,8
225,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,White,8
226,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,Adm,Asian,3
227,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,Asian,10
228,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,Hispanic/ Latino,6
229,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,Adm,All,8
230,AMERICAN HERITAGE SCHOOL101422,AMERICAN HERITAGE SCHOOL,Plantation,FL,App,All,37
231,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,App,Inter- national,6
232,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Enr,Asian,3
233,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Adm,Asian,4
234,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Enr,All,5
235,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,Adm,All,6
236,AMERICAN HERITAGE-BOCA/DELRAY100426,AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,App,All,15
237,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Inter- national,7
238,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Domestic Unknown,11
239,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,White,8
240,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,Asian,20
241,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,Asian,30
242,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Asian,171
243,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,All,21
244,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,All,32
245,AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,All,202
246,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Adm,Asian,3
247,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,Asian,31
248,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,Hispanic/ Latino,5
249,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,African American,8
250,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Enr,All,3
251,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,Adm,All,4
252,AMERICAN INDIAN PUBLIC SCHOOL54176,AMERICAN INDIAN PUBLIC SCHOOL,Oakland,Alameda,App,All,45
253,AMERICAN INTL SCH OF GUANGZHOU694519,AMERICAN INTL SCH OF GUANGZHOU,,,App,Inter- national,7
254,AMERICAN INTL SCH OF GUANGZHOU694519,AMERICAN INTL SCH OF GUANGZHOU,,,App,All,11
255,AMERICAN INTL SCH OF LAGOS630588,AMERICAN INTL SCH OF LAGOS,,,App,All,5
256,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,Inter- national,10
257,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,White,5
258,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,Adm,All,3
259,AMERICAN INTL SCHOOL RIYADH692126,AMERICAN INTL SCHOOL RIYADH,,,App,All,18
260,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,Inter- national,9
261,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,Hispanic/ Latino,12
262,AMERICAN SCHOOL FOUNDATION870360,AMERICAN SCHOOL FOUNDATION,,,App,All,22
263,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Enr,Inter- national,3
264,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Adm,Inter- national,4
265,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,Inter- national,14
266,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Adm,Asian,4
267,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,Asian,26
268,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Enr,All,5
269,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,Adm,All,8
270,AMERICAN SCHOOL IN JAPAN680400,AMERICAN SCHOOL IN JAPAN,,,App,All,42
271,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,Inter- national,6
272,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,White,7
273,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,Adm,All,3
274,AMERICAN SCHOOL IN LONDON724412,AMERICAN SCHOOL IN LONDON,,,App,All,18
275,AMERICAN SCHOOL IN TAICHUNG694310,AMERICAN SCHOOL IN TAICHUNG,,,Adm,All,3
276,AMERICAN SCHOOL IN TAICHUNG694310,AMERICAN SCHOOL IN TAICHUNG,,,App,All,6
277,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,Inter- national,12
278,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,White,11
279,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,Asian,12
280,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,Enr,All,3
281,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,Adm,All,4
282,AMERICAN SCHOOL OF DUBAI THE697050,AMERICAN SCHOOL OF DUBAI THE,,,App,All,37
283,AMERICAN SCHOOL OF KUWAIT683080,AMERICAN SCHOOL OF KUWAIT,,,App,Inter- national,11
284,AMERICAN SCHOOL OF KUWAIT683080,AMERICAN SCHOOL OF KUWAIT,,,App,All,17
285,AMES ACADEMY MATH ENG SCIENCE450360,AMES ACADEMY MATH ENG SCIENCE,Salt Lake City,UT,App,All,7
286,AMES HIGH SCHOOL160140,AMES HIGH SCHOOL,Ames,IA,App,All,6
287,AMITY INTRNTL SCHL PUSHP VIHAR671552,AMITY INTRNTL SCHL PUSHP VIHAR,,,App,All,6
288,AMITY INTRNTL SCHOOL-SAKET671854,AMITY INTRNTL SCHOOL-SAKET,,,App,All,5
289,AMITY REGIONAL HIGH SCHOOL70965,AMITY REGIONAL HIGH SCHOOL,Woodbridge,CT,App,All,6
290,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,Hispanic/ Latino,18
291,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm,All,5
292,ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,All,21
293,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,White,16
294,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm,All,3
295,ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,All,21
296,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,Asian,3
297,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,Asian,6
298,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Asian,27
299,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,Hispanic/ Latino,3
300,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latino,9
301,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,All,5
302,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,All,9
303,ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,All,36
304,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,White,3
305,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,White,5
306,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,White,9
307,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,Asian,4
308,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Asian,23
309,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,Hispanic/ Latino,3
310,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Hispanic/ Latino,10
311,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,African American,3
312,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,African American,10
313,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,All,9
314,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,All,15
315,ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,All,53
316,ANGLO-CHINESE SCH INDEPENDENT687213,ANGLO-CHINESE SCH INDEPENDENT,,,App,Inter- national,48
317,ANGLO-CHINESE SCH INDEPENDENT687213,ANGLO-CHINESE SCH INDEPENDENT,,,App,All,50
318,ANIMO COLLEGE PREP ACADEMY54569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Adm,All,3
319,ANIMO COLLEGE PREP ACADEMY54569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,App,All,7
320,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,Hispanic/ Latino,29
321,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Adm,All,5
322,ANIMO JACKIE ROBINSON CHRT SCH54199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,All,33
323,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Enr,All,5
324,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Adm,All,9
325,ANIMO LEADERSHIP CHARTER HS51257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App,All,32
326,ANIMO PAT BROWN CHARTER HS54238,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,App,All,5
327,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,Hispanic/ Latino,19
328,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,African American,10
329,ANIMO S LOS ANGELES CHARTER HS53975,ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,App,All,31
330,ANIMO VENICE CHARTER HS54069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,Hispanic/ Latino,11
331,ANIMO VENICE CHARTER HS54069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,All,13
332,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,White,11
333,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,Asian,3
334,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,Asian,24
335,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,All,4
336,ANN SOBRATO HIGH SCHOOL53906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,All,40
337,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enr,Asian,3
338,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,Asian,3
339,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,Asian,17
340,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,Hispanic/ Latino,3
341,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,Hispanic/ Latino,5
342,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enr,All,5
343,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,All,6
344,ANTELOPE HIGH SCHOOL54250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,All,30
345,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App,Hispanic/ Latino,17
346,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,Adm,All,3
347,ANTELOPE VALLEY HIGH SCHOOL51355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App,All,21
348,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,Hispanic/ Latino,15
349,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,African American,5
350,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Enr,All,3
351,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Adm,All,4
352,ANTIOCH HIGH SCHOOL50115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,All,25
353,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,White,8
354,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,Hispanic/ Latino,10
355,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Adm,All,4
356,APPLE VALLEY HIGH SCHOOL50118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,All,23
357,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,App,Inter- national,6
358,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Enr,All,3
359,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,Adm,All,3
360,APPLEBY COLLEGE826396,APPLEBY COLLEGE,,,App,All,8
361,APPLIED TECHNOLOGY CENTER54607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App,Hispanic/ Latino,11
362,APPLIED TECHNOLOGY CENTER54607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App,All,12
363,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm,White,6
364,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,White,22
365,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,Hispanic/ Latino,12
366,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Enr,All,3
367,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm,All,9
368,APTOS HIGH SCHOOL50119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,All,40
369,AQUINAS HIGH SCHOOL52772,AQUINAS HIGH SCHOOL,San Bernardino,San Bernardino,App,All,5
370,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,White,5
371,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,White,5
372,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,White,24
373,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,Asian,10
374,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,Asian,14
375,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,Asian,66
376,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,Hispanic/ Latino,10
377,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,All,16
378,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,All,22
379,ARAGON HIGH SCHOOL53163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,All,105
380,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,Domestic Unknown,14
381,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,White,3
382,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,White,13
383,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,Asian,29
384,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,Asian,51
385,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,Asian,241
386,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,Hispanic/ Latino,9
387,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,All,32
388,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,All,56
389,ARCADIA HIGH SCHOOL50130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,All,284
390,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,White,11
391,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,Hispanic/ Latino,5
392,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,Adm,All,3
393,ARCATA HIGH SCHOOL50135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App,All,20
394,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,Domestic Unknown,12
395,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,White,3
396,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,White,4
397,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,White,25
398,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,Asian,10
399,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,Asian,24
400,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,Asian,94
401,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,Hispanic/ Latino,3
402,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latino,18
403,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,African American,7
404,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Enr,All,16
405,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,Adm,All,34
406,ARCHBISHOP MITTY HIGH SCHOOL53078,ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,App,All,156
407,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,Inter- national,7
408,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,White,5
409,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,Asian,8
410,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,Hispanic/ Latino,7
411,ARCHBISHOP RIORDAN HIGH SCHOOL53000,ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,App,All,31
412,ARCHBISHOP SPALDING HS210583,ARCHBISHOP SPALDING HS,Severn,MD,App,All,5
413,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Enr,White,3
414,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Adm,White,5
415,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,App,White,11
416,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Adm,Asian,3
417,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Enr,All,6
418,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,Adm,All,10
419,ARCHER SCHOOL FOR GIRLS52339,ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,App,All,21
420,ARETE PREPARATORY ACADEMY54224,ARETE PREPARATORY ACADEMY,Los Angeles,Los Angeles,App,All,5
421,ARIZONA990282,ARIZONA,,AZ,Adm,All,3
422,ARIZONA990282,ARIZONA,,AZ,App,All,8
423,ARMAND HAMMER UNITED WORLD CLG320454,ARMAND HAMMER UNITED WORLD CLG,Montezuma,NM,Adm,All,5
424,ARMAND HAMMER UNITED WORLD CLG320454,ARMAND HAMMER UNITED WORLD CLG,Montezuma,NM,App,All,13
425,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,App,White,8
426,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Enr,Asian,3
427,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Adm,Asian,5
428,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,App,Asian,19
429,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,App,Hispanic/ Latino,11
430,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Enr,All,4
431,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Adm,All,8
432,ARMIJO HIGH SCHOOL50910,ARMIJO HIGH SCHOOL,Fairfield,Solano,App,All,42
